type,bounding_box,begin_time,end_time,details,span
Wind,1522_668_1566_715,2020-07-03 00:00:00,2020-07-03 00:00:00,,0 days 04:00:00
Hail+Wind,725_521_767_562,2020-07-03 00:00:00,2020-07-03 00:00:00,,0 days 04:00:00
Hail+Wind,705_781_751_847,2020-07-03 01:00:00,2020-07-03 01:00:00,,0 days 04:00:00
Hail,659_846_707_906,2020-07-03 01:00:00,2020-07-03 01:00:00,,0 days 04:00:00
Hail,722_826_787_912,2020-07-03 04:00:00,2020-07-03 12:00:00,Hail 2020070304 2020070312,0 days 12:00:00
Flash_Flood,1050_501_1091_596,2020-07-03 05:00:00,2020-07-03 09:00:00,Flash_Flood 2020070305 2020070309,0 days 08:00:00
Debris_Flow,387_813_429_854,2020-07-03 10:00:00,2020-07-06 10:00:00,Debris_Flow 2020070310 2020071000,3 days 04:00:00
Thunderstorm_Wind,1012_292_1054_335,2020-07-03 11:00:00,2020-07-03 11:00:00,Thunderstorm_Wind 2020070311 2020070311,0 days 04:00:00
Marine_Thunderstorm_Wind,1419_187_1473_247,2020-07-03 12:00:00,2020-07-03 12:00:00,Marine_Thunderstorm_Wind 2020070312 2020070312,0 days 04:00:00
Hail,668_503_767_576,2020-07-03 12:00:00,2020-07-03 16:00:00,Hail 2020070312 2020070316,0 days 08:00:00
Marine_Thunderstorm_Wind,1108_205_1149_246,2020-07-03 13:00:00,2020-07-03 13:00:00,Marine_Thunderstorm_Wind 2020070313 2020070313,0 days 04:00:00
Hail+Thunderstorm_Wind,974_443_1046_512,2020-07-03 13:00:00,2020-07-03 18:00:00,"Hail 2020070318 2020070318,Thunderstorm_Wind 2020070313 2020070313",0 days 09:00:00
Hail+Thunderstorm_Wind,665_549_754_642,2020-07-03 13:00:00,2020-07-03 17:00:00,"Hail 2020070313 2020070317,Thunderstorm_Wind 2020070317 2020070317",0 days 08:00:00
Flash_Flood+Flood,1557_718_1598_762,2020-07-03 14:00:00,2020-07-03 14:00:00,"Flash_Flood 2020070314 2020070314,Flood 2020070314 2020070314",0 days 04:00:00
Thunderstorm_Wind,1521_718_1566_765,2020-07-03 14:00:00,2020-07-03 15:00:00,Thunderstorm_Wind 2020070314 2020070315,0 days 05:00:00
Flash_Flood,940_526_983_570,2020-07-03 14:00:00,2020-07-03 16:00:00,Flash_Flood 2020070314 2020070316,0 days 06:00:00
Flash_Flood+Hail,675_616_734_677,2020-07-03 14:00:00,2020-07-03 17:00:00,"Flash_Flood 2020070317 2020070317,Hail 2020070314 2020070314",0 days 07:00:00
Thunderstorm_Wind,457_546_501_589,2020-07-03 15:00:00,2020-07-03 15:00:00,Thunderstorm_Wind 2020070315 2020070315,0 days 04:00:00
Flash_Flood,1542_691_1591_740,2020-07-03 15:00:00,2020-07-03 18:00:00,Flash_Flood 2020070315 2020070318,0 days 07:00:00
Hail+Thunderstorm_Wind,488_802_651_953,2020-07-03 15:00:00,2020-07-06 15:00:00,"Hail 2020070416 2020070716,Thunderstorm_Wind 2020070315 2020070716",3 days 04:00:00
Heavy_Rain+Thunderstorm_Wind,1373_244_1431_295,2020-07-03 15:00:00,2020-07-03 19:00:00,"Heavy_Rain 2020070317 2020070319,Thunderstorm_Wind 2020070315 2020070315",0 days 08:00:00
Hail+Thunderstorm_Wind,610_769_746_857,2020-07-03 15:00:00,2020-07-03 18:00:00,"Hail 2020070316 2020070316,Thunderstorm_Wind 2020070315 2020070318",0 days 07:00:00
Marine_Thunderstorm_Wind,1013_186_1056_229,2020-07-03 15:00:00,2020-07-03 15:00:00,Marine_Thunderstorm_Wind 2020070315 2020070315,0 days 04:00:00
Thunderstorm_Wind,896_663_942_720,2020-07-03 15:00:00,2020-07-03 16:00:00,Thunderstorm_Wind 2020070315 2020070316,0 days 05:00:00
Thunderstorm_Wind,1464_674_1505_715,2020-07-03 16:00:00,2020-07-03 16:00:00,Thunderstorm_Wind 2020070316 2020070316,0 days 04:00:00
Heat,439_366_460_387,2020-07-03 17:00:00,2020-07-03 17:00:00,,0 days 04:00:00
Heat,337_277_358_303,2020-07-03 17:00:00,2020-07-03 17:00:00,,0 days 04:00:00
Thunderstorm_Wind,1316_245_1357_286,2020-07-03 17:00:00,2020-07-03 17:00:00,Thunderstorm_Wind 2020070317 2020070317,0 days 04:00:00
Lightning+Thunderstorm_Wind,1505_656_1559_733,2020-07-03 17:00:00,2020-07-03 19:00:00,"Lightning 2020070318 2020070319,Thunderstorm_Wind 2020070317 2020070319",0 days 06:00:00
Heat,451_147_523_245,2020-07-03 17:00:00,2020-07-03 17:00:00,,0 days 04:00:00
Heat,289_484_337_542,2020-07-03 17:00:00,2020-07-03 17:00:00,,0 days 04:00:00
Heat,398_475_419_496,2020-07-03 17:00:00,2020-07-03 17:00:00,,0 days 04:00:00
Hail+Thunderstorm_Wind,646_829_755_914,2020-07-03 17:00:00,2020-07-03 20:00:00,"Hail 2020070317 2020070319,Thunderstorm_Wind 2020070319 2020070320",0 days 07:00:00
Hail+Thunderstorm_Wind,722_518_785_582,2020-07-03 17:00:00,2020-07-03 20:00:00,"Hail 2020070317 2020070318,Thunderstorm_Wind 2020070317 2020070320",0 days 07:00:00
Thunderstorm_Wind,1476_647_1524_697,2020-07-03 17:00:00,2020-07-03 18:00:00,Thunderstorm_Wind 2020070317 2020070318,0 days 05:00:00
Heat,415_10_581_257,2020-07-03 18:00:00,2020-07-03 18:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind,1365_156_1406_197,2020-07-03 18:00:00,2020-07-03 18:00:00,Marine_Thunderstorm_Wind 2020070318 2020070318,0 days 04:00:00
Hail,697_611_745_657,2020-07-03 18:00:00,2020-07-03 18:00:00,Hail 2020070318 2020070318,0 days 04:00:00
Heat,818_302_925_370,2020-07-03 18:00:00,2020-07-03 18:00:00,,0 days 04:00:00
Heat,289_272_507_543,2020-07-03 18:00:00,2020-07-03 18:00:00,,0 days 04:00:00
Heat,693_170_733_206,2020-07-03 18:00:00,2020-07-03 18:00:00,,0 days 04:00:00
Thunderstorm_Wind,1525_675_1566_716,2020-07-03 18:00:00,2020-07-03 18:00:00,Thunderstorm_Wind 2020070318 2020070318,0 days 04:00:00
Hail,707_777_756_824,2020-07-03 18:00:00,2020-07-03 18:00:00,Hail 2020070318 2020070318,0 days 04:00:00
Waterspout,1395_253_1437_296,2020-07-03 18:00:00,2020-07-03 18:00:00,Waterspout 2020070318 2020070318,0 days 04:00:00
Flash_Flood,1528_675_1568_716,2020-07-03 19:00:00,2020-07-03 20:00:00,Flash_Flood 2020070319 2020070320,0 days 05:00:00
Heat,914_170_937_190,2020-07-03 19:00:00,2020-07-03 19:00:00,,0 days 04:00:00
Heat,1000_872_1022_893,2020-07-03 19:00:00,2020-07-03 19:00:00,,0 days 04:00:00
Heat,288_8_632_545,2020-07-03 19:00:00,2020-07-03 19:00:00,,0 days 04:00:00
Heat,1439_524_1547_600,2020-07-03 19:00:00,2020-07-03 19:00:00,,0 days 04:00:00
Heat,817_299_935_410,2020-07-03 19:00:00,2020-07-03 19:00:00,,0 days 04:00:00
Heat,648_85_786_245,2020-07-03 19:00:00,2020-07-03 19:00:00,,0 days 04:00:00
Wind,1521_719_1567_761,2020-07-03 20:00:00,2020-07-03 20:00:00,,0 days 04:00:00
Heat,1098_1001_1121_1023,2020-07-03 20:00:00,2020-07-03 20:00:00,,0 days 04:00:00
Heat,288_0_985_548,2020-07-03 20:00:00,2020-07-03 20:00:00,,0 days 04:00:00
Hail+Thunderstorm_Wind,705_791_796_923,2020-07-03 21:00:00,2020-07-03 22:00:00,"Hail 2020070321 2020070322,Thunderstorm_Wind 2020070321 2020070322",0 days 05:00:00
Wind,1465_674_1505_719,2020-07-03 21:00:00,2020-07-03 21:00:00,,0 days 04:00:00
Wind,898_664_942_708,2020-07-03 22:00:00,2020-07-03 22:00:00,,0 days 04:00:00
Wind,535_793_655_872,2020-07-03 22:00:00,2020-07-03 22:00:00,,0 days 04:00:00
Wind,1477_649_1555_731,2020-07-03 22:00:00,2020-07-03 22:00:00,,0 days 04:00:00
Hail,706_514_761_609,2020-07-03 23:00:00,2020-07-03 23:00:00,,0 days 04:00:00
Flash_Flood+Hail+Heavy_Rain+Thunderstorm_Wind,887_866_946_927,2020-07-03 23:00:00,2020-07-04 10:00:00,"Flash_Flood 2020070407 2020070410,Hail 2020070323 2020070401,Heavy_Rain 2020070406 2020070407,Thunderstorm_Wind 2020070401 2020070401",0 days 15:00:00
Wind,1477_647_1562_719,2020-07-03 23:00:00,2020-07-03 23:00:00,,0 days 04:00:00
Wind+Hail,499_769_714_879,2020-07-03 23:00:00,2020-07-03 23:00:00,,0 days 04:00:00
Wind+Tornado,842_771_889_818,2020-07-04 00:00:00,2020-07-04 00:00:00,,0 days 04:00:00
Wind,843_767_887_810,2020-07-04 01:00:00,2020-07-04 01:00:00,,0 days 04:00:00
Hail+Thunderstorm_Wind+Tornado,779_743_890_825,2020-07-04 01:00:00,2020-07-04 21:00:00,"Hail 2020070405 2020070420,Thunderstorm_Wind 2020070401 2020070421,Tornado 2020070418 2020070418",1 days 00:00:00
Wind+Hail,818_747_886_808,2020-07-04 02:00:00,2020-07-04 02:00:00,,0 days 04:00:00
Hail+Wind,639_865_721_938,2020-07-04 02:00:00,2020-07-04 02:00:00,,0 days 04:00:00
Flash_Flood+Hail+Heavy_Rain+Thunderstorm_Wind,881_858_931_930,2020-07-04 02:00:00,2020-07-04 12:00:00,"Flash_Flood 2020070408 2020070412,Hail 2020070409 2020070409,Heavy_Rain 2020070408 2020070408,Thunderstorm_Wind 2020070402 2020070402",0 days 14:00:00
Wind,653_873_694_914,2020-07-04 03:00:00,2020-07-04 03:00:00,,0 days 04:00:00
Wind,713_787_756_845,2020-07-04 03:00:00,2020-07-04 03:00:00,,0 days 04:00:00
Wind,692_865_734_909,2020-07-04 04:00:00,2020-07-04 04:00:00,,0 days 04:00:00
Wind,706_877_749_928,2020-07-04 04:00:00,2020-07-04 04:00:00,,0 days 04:00:00
Waterspout,1415_29_1461_78,2020-07-04 05:00:00,2020-07-04 06:00:00,Waterspout 2020070405 2020070406,0 days 05:00:00
Wind,723_877_770_928,2020-07-04 05:00:00,2020-07-04 05:00:00,,0 days 04:00:00
Flash_Flood+Heavy_Rain,1014_506_1063_551,2020-07-04 06:00:00,2020-07-04 16:00:00,"Flash_Flood 2020070409 2020070416,Heavy_Rain 2020070406 2020070413",0 days 14:00:00
Hail,708_724_756_771,2020-07-04 13:00:00,2020-07-04 13:00:00,Hail 2020070413 2020070413,0 days 04:00:00
Hail+Thunderstorm_Wind,830_784_892_869,2020-07-04 14:00:00,2020-07-04 17:00:00,"Hail 2020070414 2020070417,Thunderstorm_Wind 2020070417 2020070417",0 days 07:00:00
Hail+Thunderstorm_Wind,698_370_818_456,2020-07-04 14:00:00,2020-07-04 21:00:00,"Hail 2020070414 2020070414,Thunderstorm_Wind 2020070415 2020070421",0 days 11:00:00
Hail,612_695_652_735,2020-07-04 14:00:00,2020-07-04 15:00:00,Hail 2020070414 2020070415,0 days 05:00:00
Thunderstorm_Wind,1473_591_1513_631,2020-07-04 14:00:00,2020-07-04 14:00:00,Thunderstorm_Wind 2020070414 2020070414,0 days 04:00:00
Thunderstorm_Wind,824_364_868_409,2020-07-04 15:00:00,2020-07-04 15:00:00,Thunderstorm_Wind 2020070415 2020070415,0 days 04:00:00
Hail,715_710_756_751,2020-07-04 15:00:00,2020-07-04 15:00:00,Hail 2020070415 2020070415,0 days 04:00:00
Thunderstorm_Wind,874_804_915_845,2020-07-04 15:00:00,2020-07-04 15:00:00,Thunderstorm_Wind 2020070415 2020070415,0 days 04:00:00
Marine_Thunderstorm_Wind,1428_136_1486_249,2020-07-04 15:00:00,2020-07-04 18:00:00,Marine_Thunderstorm_Wind 2020070415 2020070418,0 days 07:00:00
Flash_Flood+Tornado,639_338_736_490,2020-07-04 15:00:00,2020-07-04 15:00:00,"Flash_Flood 2020070415 2020070415,Tornado 2020070415 2020070415",0 days 04:00:00
Flash_Flood+Heavy_Rain+Thunderstorm_Wind,661_472_745_569,2020-07-04 15:00:00,2020-07-04 19:00:00,"Flash_Flood 2020070418 2020070419,Heavy_Rain 2020070415 2020070415,Thunderstorm_Wind 2020070417 2020070417",0 days 08:00:00
Thunderstorm_Wind,1231_407_1353_493,2020-07-04 15:00:00,2020-07-04 17:00:00,Thunderstorm_Wind 2020070415 2020070417,0 days 06:00:00
Flash_Flood,1121_247_1163_289,2020-07-04 16:00:00,2020-07-04 17:00:00,Flash_Flood 2020070416 2020070417,0 days 05:00:00
Hail+Thunderstorm_Wind,1462_105_1504_148,2020-07-04 16:00:00,2020-07-04 16:00:00,"Hail 2020070416 2020070416,Thunderstorm_Wind 2020070416 2020070416",0 days 04:00:00
Thunderstorm_Wind,766_710_817_760,2020-07-04 16:00:00,2020-07-04 16:00:00,Thunderstorm_Wind 2020070416 2020070416,0 days 04:00:00
Hail,706_683_754_730,2020-07-04 16:00:00,2020-07-04 16:00:00,Hail 2020070416 2020070416,0 days 04:00:00
Hail,1003_859_1049_906,2020-07-04 17:00:00,2020-07-04 17:00:00,Hail 2020070417 2020070417,0 days 04:00:00
Thunderstorm_Wind,648_769_741_831,2020-07-04 17:00:00,2020-07-04 19:00:00,Thunderstorm_Wind 2020070417 2020070419,0 days 06:00:00
Thunderstorm_Wind,752_692_797_736,2020-07-04 17:00:00,2020-07-04 17:00:00,Thunderstorm_Wind 2020070417 2020070417,0 days 04:00:00
Thunderstorm_Wind,1290_349_1332_392,2020-07-04 17:00:00,2020-07-04 17:00:00,Thunderstorm_Wind 2020070417 2020070417,0 days 04:00:00
Heat,292_483_337_540,2020-07-04 17:00:00,2020-07-04 17:00:00,,0 days 04:00:00
Heat,399_95_436_143,2020-07-04 17:00:00,2020-07-04 17:00:00,,0 days 04:00:00
Funnel_Cloud+Hail+Tornado,912_876_966_935,2020-07-04 17:00:00,2020-07-04 18:00:00,"Funnel_Cloud 2020070417 2020070417,Hail 2020070417 2020070418,Tornado 2020070417 2020070417",0 days 05:00:00
Heat,331_140_481_292,2020-07-04 17:00:00,2020-07-04 17:00:00,,0 days 04:00:00
Heat,660_169_735_220,2020-07-04 17:00:00,2020-07-04 17:00:00,,0 days 04:00:00
Heat,305_321_474_496,2020-07-04 17:00:00,2020-07-04 17:00:00,,0 days 04:00:00
Tornado,1095_630_1141_677,2020-07-04 18:00:00,2020-07-04 18:00:00,Tornado 2020070418 2020070418,0 days 04:00:00
Heat,911_148_932_171,2020-07-04 18:00:00,2020-07-04 18:00:00,,0 days 04:00:00
Heat,656_51_822_224,2020-07-04 18:00:00,2020-07-04 18:00:00,,0 days 04:00:00
Heat,289_11_508_543,2020-07-04 18:00:00,2020-07-04 18:00:00,,0 days 04:00:00
Heat,770_206_912_358,2020-07-04 18:00:00,2020-07-04 18:00:00,,0 days 04:00:00
Heat,1113_842_1136_864,2020-07-04 18:00:00,2020-07-04 18:00:00,,0 days 04:00:00
Hail+Thunderstorm_Wind,639_863_754_939,2020-07-04 19:00:00,2020-07-04 21:00:00,"Hail 2020070419 2020070419,Thunderstorm_Wind 2020070419 2020070421",0 days 06:00:00
Heat,1114_839_1135_861,2020-07-04 19:00:00,2020-07-04 19:00:00,,0 days 04:00:00
Heat,289_5_951_545,2020-07-04 19:00:00,2020-07-04 19:00:00,,0 days 04:00:00
Heat,1433_174_1463_196,2020-07-04 19:00:00,2020-07-04 19:00:00,,0 days 04:00:00
Heat,281_0_984_548,2020-07-04 20:00:00,2020-07-04 20:00:00,,0 days 04:00:00
Thunderstorm_Wind,712_800_807_939,2020-07-04 20:00:00,2020-07-05 00:00:00,Thunderstorm_Wind 2020070420 2020070500,0 days 08:00:00
Thunderstorm_Wind,715_786_757_828,2020-07-04 20:00:00,2020-07-04 20:00:00,Thunderstorm_Wind 2020070420 2020070420,0 days 04:00:00
Hail,775_401_815_442,2020-07-04 20:00:00,2020-07-04 20:00:00,,0 days 04:00:00
Flash_Flood,1203_427_1244_479,2020-07-04 20:00:00,2020-07-04 21:00:00,Flash_Flood 2020070420 2020070421,0 days 05:00:00
Wind,769_366_866_415,2020-07-04 21:00:00,2020-07-04 21:00:00,,0 days 04:00:00
Thunderstorm_Wind,713_769_785_831,2020-07-04 21:00:00,2020-07-04 22:00:00,Thunderstorm_Wind 2020070421 2020070422,0 days 05:00:00
Hail+Wind,837_799_915_844,2020-07-04 21:00:00,2020-07-04 21:00:00,,0 days 04:00:00
Hail,842_800_920_848,2020-07-04 22:00:00,2020-07-04 22:00:00,,0 days 04:00:00
Wind+Hail,831_780_888_866,2020-07-04 23:00:00,2020-07-04 23:00:00,,0 days 04:00:00
Flood+Funnel_Cloud+Hail+Thunderstorm_Wind,790_705_895_830,2020-07-04 23:00:00,2020-07-05 20:00:00,"Flood 2020070503 2020070511,Funnel_Cloud 2020070518 2020070519,Hail 2020070423 2020070519,Thunderstorm_Wind 2020070516 2020070520",1 days 01:00:00
Hail,832_711_891_770,2020-07-04 23:00:00,2020-07-04 23:00:00,Hail 2020070423 2020070423,0 days 04:00:00
Tornado+Hail,921_879_963_926,2020-07-04 23:00:00,2020-07-04 23:00:00,,0 days 04:00:00
Hail+Wind,710_687_812_758,2020-07-04 23:00:00,2020-07-04 23:00:00,,0 days 04:00:00
Wind+Hail,1018_808_1136_872,2020-07-05 00:00:00,2020-07-05 00:00:00,,0 days 04:00:00
Wind,1206_385_1247_425,2020-07-05 00:00:00,2020-07-05 00:00:00,,0 days 04:00:00
Wind+Hail,655_705_879_828,2020-07-05 00:00:00,2020-07-05 00:00:00,,0 days 04:00:00
Wind,1399_466_1466_560,2020-07-05 00:00:00,2020-07-05 00:00:00,,0 days 04:00:00
Wind+Hail,1557_768_1606_809,2020-07-05 00:00:00,2020-07-05 00:00:00,,0 days 04:00:00
Thunderstorm_Wind,989_308_1031_350,2020-07-05 01:00:00,2020-07-05 01:00:00,Thunderstorm_Wind 2020070501 2020070501,0 days 04:00:00
Wind,1393_466_1465_561,2020-07-05 01:00:00,2020-07-05 01:00:00,,0 days 04:00:00
Wind+Hail,620_693_890_824,2020-07-05 01:00:00,2020-07-05 01:00:00,,0 days 04:00:00
Wind,1577_757_1623_820,2020-07-05 01:00:00,2020-07-05 01:00:00,,0 days 04:00:00
Flash_Flood+Thunderstorm_Wind,954_276_1017_339,2020-07-05 02:00:00,2020-07-05 20:00:00,"Flash_Flood 2020070506 2020070508,Thunderstorm_Wind 2020070502 2020070520",0 days 22:00:00
Wind+Hail,676_707_895_807,2020-07-05 02:00:00,2020-07-05 02:00:00,,0 days 04:00:00
Wind,1583_751_1628_795,2020-07-05 02:00:00,2020-07-05 02:00:00,,0 days 04:00:00
Wind,1591_748_1640_808,2020-07-05 03:00:00,2020-07-05 03:00:00,,0 days 04:00:00
Wind,720_721_786_794,2020-07-05 03:00:00,2020-07-05 03:00:00,,0 days 04:00:00
Heavy_Rain,681_500_729_547,2020-07-05 05:00:00,2020-07-05 07:00:00,Heavy_Rain 2020070505 2020070507,0 days 06:00:00
Hail+Thunderstorm_Wind,829_700_893_779,2020-07-05 12:00:00,2020-07-05 19:00:00,"Hail 2020070512 2020070512,Thunderstorm_Wind 2020070518 2020070519",0 days 11:00:00
Flash_Flood+Thunderstorm_Wind,1204_419_1280_489,2020-07-05 12:00:00,2020-07-05 16:00:00,"Flash_Flood 2020070516 2020070516,Thunderstorm_Wind 2020070512 2020070512",0 days 08:00:00
Thunderstorm_Wind,1402_441_1483_517,2020-07-05 12:00:00,2020-07-05 19:00:00,Thunderstorm_Wind 2020070512 2020070519,0 days 11:00:00
Hail+Thunderstorm_Wind,1405_537_1503_632,2020-07-05 13:00:00,2020-07-05 16:00:00,"Hail 2020070514 2020070516,Thunderstorm_Wind 2020070513 2020070516",0 days 07:00:00
Hail+Thunderstorm_Wind,1097_786_1181_853,2020-07-05 13:00:00,2020-07-05 19:00:00,"Hail 2020070513 2020070513,Thunderstorm_Wind 2020070513 2020070519",0 days 10:00:00
Thunderstorm_Wind,1377_437_1417_477,2020-07-05 13:00:00,2020-07-05 13:00:00,Thunderstorm_Wind 2020070513 2020070513,0 days 04:00:00
Funnel_Cloud+Hail+Thunderstorm_Wind,728_787_888_938,2020-07-05 13:00:00,2020-07-08 13:00:00,"Funnel_Cloud 2020070517 2020070517,Hail 2020070513 2020072513,Thunderstorm_Wind 2020070513 2020070516",3 days 04:00:00
Flash_Flood,996_751_1038_793,2020-07-05 13:00:00,2020-07-05 15:00:00,Flash_Flood 2020070513 2020070515,0 days 06:00:00
Hail+Thunderstorm_Wind,1475_599_1522_655,2020-07-05 13:00:00,2020-07-05 16:00:00,"Hail 2020070513 2020070514,Thunderstorm_Wind 2020070513 2020070516",0 days 07:00:00
Hail,717_713_772_761,2020-07-05 13:00:00,2020-07-05 14:00:00,Hail 2020070513 2020070514,0 days 05:00:00
Flood+Hail+Thunderstorm_Wind,1457_90_1514_177,2020-07-05 13:00:00,2020-07-05 19:00:00,"Flood 2020070514 2020070519,Hail 2020070514 2020070514,Thunderstorm_Wind 2020070513 2020070514",0 days 10:00:00
Lightning,1365_156_1406_197,2020-07-05 13:00:00,2020-07-05 13:00:00,Lightning 2020070513 2020070513,0 days 04:00:00
Flash_Flood+Flood,1110_198_1169_255,2020-07-05 13:00:00,2020-07-05 15:00:00,"Flash_Flood 2020070514 2020070515,Flood 2020070513 2020070513",0 days 06:00:00
Waterspout,1432_26_1484_83,2020-07-05 13:00:00,2020-07-05 13:00:00,Waterspout 2020070513 2020070513,0 days 04:00:00
Funnel_Cloud+Thunderstorm_Wind,1524_623_1571_667,2020-07-05 14:00:00,2020-07-05 14:00:00,"Funnel_Cloud 2020070514 2020070514,Thunderstorm_Wind 2020070514 2020070514",0 days 04:00:00
Marine_Thunderstorm_Wind,1433_137_1486_247,2020-07-05 14:00:00,2020-07-05 16:00:00,Marine_Thunderstorm_Wind 2020070514 2020070516,0 days 06:00:00
Hail,1074_526_1114_566,2020-07-05 14:00:00,2020-07-05 14:00:00,Hail 2020070514 2020070514,0 days 04:00:00
Heavy_Rain,0_434_20_504,2020-07-05 14:00:00,2020-07-05 21:00:00,Heavy_Rain 2020070514 2020070521,0 days 11:00:00
Thunderstorm_Wind,1251_472_1292_514,2020-07-05 14:00:00,2020-07-05 14:00:00,Thunderstorm_Wind 2020070514 2020070514,0 days 04:00:00
Hail+Thunderstorm_Wind,1004_826_1062_907,2020-07-05 14:00:00,2020-07-05 19:00:00,"Hail 2020070514 2020070517,Thunderstorm_Wind 2020070516 2020070519",0 days 09:00:00
Flash_Flood+Lightning+Thunderstorm_Wind,1185_458_1226_510,2020-07-05 14:00:00,2020-07-05 18:00:00,"Flash_Flood 2020070516 2020070518,Lightning 2020070514 2020070514,Thunderstorm_Wind 2020070515 2020070515",0 days 08:00:00
Thunderstorm_Wind,777_709_819_750,2020-07-05 14:00:00,2020-07-05 14:00:00,Thunderstorm_Wind 2020070514 2020070514,0 days 04:00:00
Hail,702_874_744_915,2020-07-05 14:00:00,2020-07-05 14:00:00,Hail 2020070514 2020070514,0 days 04:00:00
Thunderstorm_Wind,1259_419_1365_513,2020-07-05 14:00:00,2020-07-05 17:00:00,Thunderstorm_Wind 2020070514 2020070517,0 days 07:00:00
Thunderstorm_Wind,1114_753_1155_794,2020-07-05 14:00:00,2020-07-05 14:00:00,Thunderstorm_Wind 2020070514 2020070514,0 days 04:00:00
Flash_Flood+Flood+Hail+Thunderstorm_Wind,1193_466_1295_576,2020-07-05 14:00:00,2020-07-08 14:00:00,"Flash_Flood 2020070516 2020070817,Flood 2020070517 2020070519,Hail 2020070516 2020070516,Thunderstorm_Wind 2020070514 2020070912",3 days 04:00:00
Hail+Thunderstorm_Wind,1004_778_1085_855,2020-07-05 15:00:00,2020-07-05 19:00:00,"Hail 2020070515 2020070518,Thunderstorm_Wind 2020070516 2020070519",0 days 08:00:00
Hail+Thunderstorm_Wind,867_792_934_852,2020-07-05 15:00:00,2020-07-05 16:00:00,"Hail 2020070515 2020070515,Thunderstorm_Wind 2020070516 2020070516",0 days 05:00:00
Marine_Thunderstorm_Wind,1463_73_1512_131,2020-07-05 15:00:00,2020-07-06 15:00:00,Marine_Thunderstorm_Wind 2020070515 2020070615,1 days 04:00:00
Marine_Thunderstorm_Wind,1474_604_1516_646,2020-07-05 15:00:00,2020-07-05 15:00:00,Marine_Thunderstorm_Wind 2020070515 2020070515,0 days 04:00:00
Hail,718_708_767_756,2020-07-05 15:00:00,2020-07-05 15:00:00,Hail 2020070515 2020070515,0 days 04:00:00
Thunderstorm_Wind,1331_501_1375_545,2020-07-05 15:00:00,2020-07-05 16:00:00,Thunderstorm_Wind 2020070515 2020070516,0 days 05:00:00
Hail+Thunderstorm_Wind,1362_466_1442_519,2020-07-05 15:00:00,2020-07-05 18:00:00,"Hail 2020070515 2020070515,Thunderstorm_Wind 2020070518 2020070518",0 days 07:00:00
Hail+Thunderstorm_Wind,892_298_954_342,2020-07-05 15:00:00,2020-07-05 16:00:00,"Hail 2020070515 2020070516,Thunderstorm_Wind 2020070516 2020070516",0 days 05:00:00
Heat,340_202_392_262,2020-07-05 16:00:00,2020-07-05 16:00:00,,0 days 04:00:00
Hail,557_772_739_818,2020-07-05 16:00:00,2020-07-05 19:00:00,Hail 2020070516 2020070519,0 days 07:00:00
Heat,352_370_386_412,2020-07-05 16:00:00,2020-07-05 16:00:00,,0 days 04:00:00
Heat,374_446_419_495,2020-07-05 16:00:00,2020-07-05 16:00:00,,0 days 04:00:00
Heat,306_487_337_541,2020-07-05 16:00:00,2020-07-05 16:00:00,,0 days 04:00:00
Heat,316_348_345_377,2020-07-05 16:00:00,2020-07-05 16:00:00,,0 days 04:00:00
Heat,436_367_491_390,2020-07-05 16:00:00,2020-07-05 16:00:00,,0 days 04:00:00
Thunderstorm_Wind,1400_619_1443_673,2020-07-05 16:00:00,2020-07-05 18:00:00,Thunderstorm_Wind 2020070516 2020070518,0 days 06:00:00
Thunderstorm_Wind,744_719_787_762,2020-07-05 16:00:00,2020-07-05 16:00:00,Thunderstorm_Wind 2020070516 2020070516,0 days 04:00:00
Thunderstorm_Wind,1321_475_1373_530,2020-07-05 16:00:00,2020-07-05 17:00:00,Thunderstorm_Wind 2020070516 2020070517,0 days 05:00:00
Hail,730_784_778_831,2020-07-05 17:00:00,2020-07-05 17:00:00,Hail 2020070517 2020070517,0 days 04:00:00
Heat,289_104_522_543,2020-07-05 17:00:00,2020-07-05 17:00:00,,0 days 04:00:00
Heat,738_89_762_111,2020-07-05 17:00:00,2020-07-05 17:00:00,,0 days 04:00:00
