type,bounding_box,begin_time,end_time,details
Hail+Thunderstorm_Wind,1272_683_1323_746,2020-07-08 13:00:00,2020-07-08 13:00:00,"Hail 2020070813 2020070813,Thunderstorm_Wind 2020070813 2020070813"
Thunderstorm_Wind,1271_687_1311_729,2020-07-07 18:00:00,2020-07-07 18:00:00,Thunderstorm_Wind 2020070718 2020070718
Thunderstorm_Wind,1236_670_1311_775,2020-07-19 07:00:00,2020-07-19 13:00:00,Thunderstorm_Wind 2020071907 2020071913
Flash_Flood,623_356_669_401,2020-07-22 13:00:00,2020-07-22 14:00:00,Flash_Flood 2020072213 2020072214
Thunderstorm_Wind,854_108_938_190,2020-08-02 19:00:00,2020-08-02 19:00:00,Thunderstorm_Wind 2020080219 2020080219
Tornado,875_105_915_145,2020-08-01 15:00:00,2020-08-01 15:00:00,Tornado 2020080115 2020080115
Flash_Flood,1063_572_1108_618,2020-07-01 09:00:00,2020-07-01 12:00:00,Flash_Flood 2020070109 2020070112
Hail,1074_526_1114_566,2020-07-05 14:00:00,2020-07-05 14:00:00,Hail 2020070514 2020070514
Thunderstorm_Wind,1094_521_1135_562,2020-07-08 13:00:00,2020-07-08 14:00:00,Thunderstorm_Wind 2020070813 2020070814
Thunderstorm_Wind,1072_508_1125_568,2020-07-15 14:00:00,2020-07-15 15:00:00,Thunderstorm_Wind 2020071514 2020071515
Thunderstorm_Wind+Tornado,1092_495_1165_599,2020-07-15 15:00:00,2020-07-15 18:00:00,"Thunderstorm_Wind 2020071515 2020071518,Tornado 2020071515 2020071516"
Hail,1040_539_1080_579,2020-07-11 21:00:00,2020-07-11 21:00:00,Hail 2020071121 2020071121
Heavy_Rain,1494_584_1534_624,2020-08-03 12:00:00,2020-08-04 10:00:00,Heavy_Rain 2020080312 2020080410
Thunderstorm_Wind,638_308_680_349,2020-07-14 16:00:00,2020-07-14 16:00:00,Thunderstorm_Wind 2020071416 2020071416
Thunderstorm_Wind,592_324_707_439,2020-07-13 14:00:00,2020-07-13 19:00:00,Thunderstorm_Wind 2020071314 2020071319
Hail+Thunderstorm_Wind+Tornado,596_374_739_490,2020-07-15 14:00:00,2020-07-15 18:00:00,"Hail 2020071514 2020071514,Thunderstorm_Wind 2020071515 2020071518,Tornado 2020071517 2020071517"
Thunderstorm_Wind+Tornado,1071_545_1146_600,2020-07-21 13:00:00,2020-07-21 15:00:00,"Thunderstorm_Wind 2020072113 2020072115,Tornado 2020072115 2020072115"
Hail+Thunderstorm_Wind,1079_491_1124_570,2020-07-21 13:00:00,2020-07-21 22:00:00,"Hail 2020072113 2020072117,Thunderstorm_Wind 2020072113 2020072122"
Flash_Flood+Tornado,1501_597_1543_671,2020-08-04 07:00:00,2020-08-04 12:00:00,"Flash_Flood 2020080408 2020080412,Tornado 2020080407 2020080408"
Tornado,1507_568_1562_627,2020-08-04 04:00:00,2020-08-04 07:00:00,Tornado 2020080404 2020080407
Flash_Flood,1022_508_1067_554,2020-07-30 21:00:00,2020-07-30 23:00:00,Flash_Flood 2020073021 2020073023
Flash_Flood,1049_467_1107_566,2020-07-31 11:00:00,2020-07-31 19:00:00,Flash_Flood 2020073111 2020073119
Flash_Flood+Thunderstorm_Wind,198_435_314_490,2020-08-15 14:00:00,2020-08-18 19:00:00,"Flash_Flood 2020081514 2020081819,Thunderstorm_Wind 2020081813 2020081813"
Hail+Thunderstorm_Wind,1604_854_1664_932,2020-07-02 14:00:00,2020-07-02 17:00:00,"Hail 2020070214 2020070217,Thunderstorm_Wind 2020070215 2020070217"
Thunderstorm_Wind,1612_879_1652_919,2020-07-13 14:00:00,2020-07-13 14:00:00,Thunderstorm_Wind 2020071314 2020071314
Lightning,229_619_287_670,2020-07-25 16:00:00,2020-07-25 16:00:00,Lightning 2020072516 2020072516
Flash_Flood+Tornado,639_338_736_490,2020-07-04 15:00:00,2020-07-04 15:00:00,"Flash_Flood 2020070415 2020070415,Tornado 2020070415 2020070415"
Flash_Flood,612_332_670_408,2020-07-19 12:00:00,2020-07-19 17:00:00,Flash_Flood 2020071912 2020071917
Marine_Thunderstorm_Wind,1510_516_1551_574,2020-08-03 10:00:00,2020-08-03 11:00:00,Marine_Thunderstorm_Wind 2020080310 2020080311
Marine_Thunderstorm_Wind,1248_734_1299_783,2020-07-19 07:00:00,2020-07-19 08:00:00,Marine_Thunderstorm_Wind 2020071907 2020071908
Marine_Thunderstorm_Wind,1278_683_1320_733,2020-07-19 13:00:00,2020-07-19 13:00:00,Marine_Thunderstorm_Wind 2020071913 2020071913
Marine_Thunderstorm_Wind,1243_726_1286_770,2020-07-22 15:00:00,2020-07-22 15:00:00,Marine_Thunderstorm_Wind 2020072215 2020072215
Marine_Thunderstorm_Wind,1516_509_1560_554,2020-08-03 10:00:00,2020-08-03 10:00:00,Marine_Thunderstorm_Wind 2020080310 2020080310
Marine_Thunderstorm_Wind,1498_523_1538_563,2020-08-03 11:00:00,2020-08-03 11:00:00,Marine_Thunderstorm_Wind 2020080311 2020080311
Flash_Flood,1466_531_1507_573,2020-08-04 07:00:00,2020-08-04 08:00:00,Flash_Flood 2020080407 2020080408
Heavy_Rain,1465_479_1542_548,2020-08-03 10:00:00,2020-08-04 08:00:00,Heavy_Rain 2020080310 2020080408
Flood,1404_566_1479_642,2020-12-24 11:00:00,2020-12-26 22:00:00,Flood 2020122411 2020122622
Flood,1457_590_1497_630,2020-12-16 21:00:00,2020-12-17 00:00:00,Flood 2020121621 2020121700
Flood,1289_517_1330_559,2020-07-01 05:00:00,2020-07-01 06:00:00,Flood 2020070105 2020070106
Marine_Thunderstorm_Wind,1465_554_1540_637,2020-12-24 16:00:00,2020-12-25 00:00:00,Marine_Thunderstorm_Wind 2020122416 2020122500
Flood,1425_548_1500_634,2020-12-24 13:00:00,2020-12-25 22:00:00,Flood 2020122413 2020122522
Thunderstorm_Wind,1261_492_1362_566,2020-07-06 18:00:00,2020-07-06 23:00:00,Thunderstorm_Wind 2020070618 2020070623
Flood,1463_591_1504_632,2020-12-25 02:00:00,2020-12-25 06:00:00,Flood 2020122502 2020122506
Flood,1473_588_1513_628,2020-12-01 00:00:00,2020-12-01 15:00:00,Flood 2020120100 2020120115
Flood,1478_566_1521_630,2020-12-05 03:00:00,2020-12-06 09:00:00,Flood 2020120503 2020120609
Funnel_Cloud+Hail+Thunderstorm_Wind+Tornado,898_808_996_912,2020-08-13 17:00:00,2020-08-13 22:00:00,"Funnel_Cloud 2020081319 2020081319,Hail 2020081317 2020081322,Thunderstorm_Wind 2020081320 2020081322,Tornado 2020081319 2020081319"
Flash_Flood+Flood+Hail+Lightning+Thunderstorm_Wind,1558_732_1635_809,2020-08-23 13:00:00,2020-08-23 19:00:00,"Flash_Flood 2020082316 2020082316,Flood 2020082316 2020082319,Hail 2020082315 2020082318,Lightning 2020082318 2020082319,Thunderstorm_Wind 2020082313 2020082318"
Marine_Thunderstorm_Wind,1172_646_1222_701,2020-07-19 10:00:00,2020-07-19 12:00:00,Marine_Thunderstorm_Wind 2020071910 2020071912
Hail+Thunderstorm_Wind,1587_725_1644_810,2020-08-22 09:00:00,2020-08-22 16:00:00,"Hail 2020082214 2020082215,Thunderstorm_Wind 2020082209 2020082216"
Thunderstorm_Wind,1191_608_1265_690,2020-07-19 10:00:00,2020-07-19 14:00:00,Thunderstorm_Wind 2020071910 2020071914
Thunderstorm_Wind,1199_602_1257_656,2020-07-21 13:00:00,2020-07-21 14:00:00,Thunderstorm_Wind 2020072113 2020072114
Thunderstorm_Wind,1184_650_1246_705,2020-07-19 10:00:00,2020-07-19 12:00:00,Thunderstorm_Wind 2020071910 2020071912
Thunderstorm_Wind,1245_638_1285_678,2020-07-19 14:00:00,2020-07-19 14:00:00,Thunderstorm_Wind 2020071914 2020071914
Hail+Thunderstorm_Wind,1559_726_1627_808,2020-08-24 13:00:00,2020-08-24 13:00:00,"Hail 2020082413 2020082413,Thunderstorm_Wind 2020082413 2020082413"
Hail+Tornado,701_539_760_619,2020-08-15 16:00:00,2020-08-15 19:00:00,"Hail 2020081516 2020081519,Tornado 2020081516 2020081516"
Thunderstorm_Wind,1096_498_1137_539,2020-07-21 12:00:00,2020-07-21 12:00:00,Thunderstorm_Wind 2020072112 2020072112
Flash_Flood,1065_533_1107_575,2020-07-27 07:00:00,2020-07-27 10:00:00,Flash_Flood 2020072707 2020072710
Flood+Hail+Thunderstorm_Wind,1223_611_1270_669,2020-07-08 14:00:00,2020-07-08 16:00:00,"Flood 2020070815 2020070815,Hail 2020070816 2020070816,Thunderstorm_Wind 2020070814 2020070814"
Thunderstorm_Wind,1243_643_1287_688,2020-07-08 15:00:00,2020-07-08 15:00:00,Thunderstorm_Wind 2020070815 2020070815
Thunderstorm_Wind,1250_643_1294_686,2020-07-10 10:00:00,2020-07-10 11:00:00,Thunderstorm_Wind 2020071010 2020071011
Thunderstorm_Wind,1171_602_1218_651,2020-07-11 14:00:00,2020-07-11 14:00:00,Thunderstorm_Wind 2020071114 2020071114
Flood+Thunderstorm_Wind,1556_735_1626_792,2020-08-27 12:00:00,2020-08-27 13:00:00,"Flood 2020082713 2020082713,Thunderstorm_Wind 2020082712 2020082713"
Hail+Thunderstorm_Wind,686_557_757_641,2020-08-06 13:00:00,2020-08-06 16:00:00,"Hail 2020080614 2020080616,Thunderstorm_Wind 2020080613 2020080616"
Thunderstorm_Wind,1562_724_1606_772,2020-08-02 14:00:00,2020-08-02 14:00:00,Thunderstorm_Wind 2020080214 2020080214
Thunderstorm_Wind,1586_728_1628_772,2020-08-22 16:00:00,2020-08-22 16:00:00,Thunderstorm_Wind 2020082216 2020082216
Thunderstorm_Wind,1572_724_1619_770,2020-08-25 17:00:00,2020-08-25 17:00:00,Thunderstorm_Wind 2020082517 2020082517
Thunderstorm_Wind,1553_751_1596_796,2020-08-25 17:00:00,2020-08-25 17:00:00,Thunderstorm_Wind 2020082517 2020082517
Thunderstorm_Wind,1591_720_1637_766,2020-08-25 17:00:00,2020-08-25 18:00:00,Thunderstorm_Wind 2020082517 2020082518
Thunderstorm_Wind,1549_754_1590_795,2020-08-29 19:00:00,2020-08-29 19:00:00,Thunderstorm_Wind 2020082919 2020082919
Thunderstorm_Wind,1396_109_1441_157,2020-12-21 01:00:00,2020-12-21 01:00:00,Thunderstorm_Wind 2020122101 2020122101
Thunderstorm_Wind,1527_672_1567_723,2020-08-27 18:00:00,2020-08-27 19:00:00,Thunderstorm_Wind 2020082718 2020082719
Marine_Hail+Marine_Thunderstorm_Wind,1533_646_1636_796,2020-08-27 15:00:00,2020-08-27 20:00:00,"Marine_Hail 2020082718 2020082718,Marine_Thunderstorm_Wind 2020082715 2020082720"
Thunderstorm_Wind,1256_470_1315_527,2020-07-08 16:00:00,2020-07-08 18:00:00,Thunderstorm_Wind 2020070816 2020070818
Thunderstorm_Wind,1284_506_1335_555,2020-07-10 12:00:00,2020-07-10 14:00:00,Thunderstorm_Wind 2020071012 2020071014
Hail+Thunderstorm_Wind,1265_466_1334_564,2020-07-20 14:00:00,2020-07-20 16:00:00,"Hail 2020072016 2020072016,Thunderstorm_Wind 2020072014 2020072016"
Hail+Thunderstorm_Wind,1563_706_1610_755,2020-08-22 14:00:00,2020-08-22 18:00:00,"Hail 2020082214 2020082214,Thunderstorm_Wind 2020082218 2020082218"
Hail,1562_716_1605_759,2020-08-24 12:00:00,2020-08-24 14:00:00,Hail 2020082412 2020082414
Thunderstorm_Wind,1546_694_1586_736,2020-08-25 16:00:00,2020-08-25 16:00:00,Thunderstorm_Wind 2020082516 2020082516
Marine_Thunderstorm_Wind,1540_663_1619_746,2020-08-25 16:00:00,2020-08-25 18:00:00,Marine_Thunderstorm_Wind 2020082516 2020082518
Thunderstorm_Wind,1536_675_1594_731,2020-08-25 17:00:00,2020-08-25 17:00:00,Thunderstorm_Wind 2020082517 2020082517
Thunderstorm_Wind,695_543_758_625,2020-08-19 17:00:00,2020-08-19 18:00:00,Thunderstorm_Wind 2020081917 2020081918
Flood,1530_681_1570_721,2020-08-04 13:00:00,2020-08-04 13:00:00,Flood 2020080413 2020080413
Flash_Flood,1523_668_1568_715,2020-08-13 08:00:00,2020-08-13 09:00:00,Flash_Flood 2020081308 2020081309
Flash_Flood,1540_680_1582_723,2020-08-13 10:00:00,2020-08-13 10:00:00,Flash_Flood 2020081310 2020081310
Hail,1096_697_1166_756,2020-10-12 08:00:00,2020-10-12 10:00:00,Hail 2020101208 2020101210
Marine_Thunderstorm_Wind,1530_657_1604_737,2020-08-03 19:00:00,2020-08-03 21:00:00,Marine_Thunderstorm_Wind 2020080319 2020080321
Thunderstorm_Wind,1539_688_1582_732,2020-08-03 20:00:00,2020-08-03 20:00:00,Thunderstorm_Wind 2020080320 2020080320
Thunderstorm_Wind,1543_674_1588_727,2020-08-03 20:00:00,2020-08-03 20:00:00,Thunderstorm_Wind 2020080320 2020080320
Flash_Flood,1064_519_1112_569,2020-08-02 20:00:00,2020-08-03 01:00:00,Flash_Flood 2020080220 2020080301
Flash_Flood,1073_513_1123_574,2020-08-08 22:00:00,2020-08-09 06:00:00,Flash_Flood 2020080822 2020080906
Hail+Thunderstorm_Wind,1023_485_1109_570,2020-08-31 09:00:00,2020-08-31 11:00:00,"Hail 2020083111 2020083111,Thunderstorm_Wind 2020083109 2020083111"
Flash_Flood,1097_504_1145_567,2020-08-09 10:00:00,2020-08-09 13:00:00,Flash_Flood 2020080910 2020080913
Waterspout,1546_693_1586_734,2020-08-04 12:00:00,2020-08-04 12:00:00,Waterspout 2020080412 2020080412
Thunderstorm_Wind,1532_682_1572_722,2020-08-12 15:00:00,2020-08-12 15:00:00,Thunderstorm_Wind 2020081215 2020081215
Thunderstorm_Wind,397_656_440_698,2020-08-24 16:00:00,2020-08-24 17:00:00,Thunderstorm_Wind 2020082416 2020082417
Thunderstorm_Wind,323_657_369_702,2020-08-11 17:00:00,2020-08-11 18:00:00,Thunderstorm_Wind 2020081117 2020081118
Thunderstorm_Wind,401_661_463_717,2020-08-25 12:00:00,2020-08-25 13:00:00,Thunderstorm_Wind 2020082512 2020082513
Flash_Flood,1441_500_1522_605,2020-08-05 18:00:00,2020-08-05 21:00:00,Flash_Flood 2020080518 2020080521
Flash_Flood,1509_506_1552_550,2020-08-06 17:00:00,2020-08-06 19:00:00,Flash_Flood 2020080617 2020080619
Thunderstorm_Wind,1440_537_1496_596,2020-08-06 16:00:00,2020-08-06 17:00:00,Thunderstorm_Wind 2020080616 2020080617
Heavy_Rain,1455_498_1543_600,2020-08-06 11:00:00,2020-08-06 23:00:00,Heavy_Rain 2020080611 2020080623
Heavy_Rain,1505_505_1550_550,2020-08-06 11:00:00,2020-08-06 23:00:00,Heavy_Rain 2020080611 2020080623
Flash_Flood,1506_564_1549_614,2020-08-08 00:00:00,2020-08-08 04:00:00,Flash_Flood 2020080800 2020080804
Flash_Flood+Heavy_Rain,1499_518_1551_566,2020-08-11 16:00:00,2020-08-11 18:00:00,"Flash_Flood 2020081116 2020081118,Heavy_Rain 2020081117 2020081117"
Hail+Thunderstorm_Wind,1329_383_1390_459,2020-07-10 16:00:00,2020-07-10 18:00:00,"Hail 2020071017 2020071017,Thunderstorm_Wind 2020071016 2020071018"
Flash_Flood,1445_508_1522_606,2020-08-12 14:00:00,2020-08-12 16:00:00,Flash_Flood 2020081214 2020081216
Flash_Flood,1464_545_1506_591,2020-08-13 15:00:00,2020-08-13 18:00:00,Flash_Flood 2020081315 2020081318
Flash_Flood,1484_530_1526_572,2020-08-14 18:00:00,2020-08-14 19:00:00,Flash_Flood 2020081418 2020081419
Hail+Thunderstorm_Wind,532_779_747_865,2020-07-07 12:00:00,2020-07-07 19:00:00,"Hail 2020070713 2020070719,Thunderstorm_Wind 2020070712 2020070718"
Flood+Hail+Thunderstorm_Wind,1166_530_1257_647,2020-07-11 14:00:00,2020-07-12 00:00:00,"Flood 2020071119 2020071119,Hail 2020071115 2020071123,Thunderstorm_Wind 2020071114 2020071200"
Flash_Flood,1307_486_1348_527,2020-07-26 20:00:00,2020-07-26 21:00:00,Flash_Flood 2020072620 2020072621
Thunderstorm_Wind,1090_783_1130_823,2020-07-02 15:00:00,2020-07-02 15:00:00,Thunderstorm_Wind 2020070215 2020070215
Thunderstorm_Wind,1086_750_1186_835,2020-07-18 03:00:00,2020-07-18 06:00:00,Thunderstorm_Wind 2020071803 2020071806
Flash_Flood,1314_546_1358_591,2020-07-30 14:00:00,2020-07-30 16:00:00,Flash_Flood 2020073014 2020073016
Hail+Thunderstorm_Wind,1308_547_1352_591,2020-07-12 17:00:00,2020-07-12 19:00:00,"Hail 2020071219 2020071219,Thunderstorm_Wind 2020071217 2020071217"
Marine_Thunderstorm_Wind+Waterspout,1361_135_1408_241,2020-07-21 12:00:00,2020-07-22 19:00:00,"Marine_Thunderstorm_Wind 2020072112 2020072214,Waterspout 2020072219 2020072219"
Thunderstorm_Wind,1403_561_1479_645,2020-07-22 10:00:00,2020-07-22 13:00:00,Thunderstorm_Wind 2020072210 2020072213
Thunderstorm_Wind,1473_807_1514_852,2020-07-19 17:00:00,2020-07-19 17:00:00,Thunderstorm_Wind 2020071917 2020071917
Marine_Thunderstorm_Wind,1464_555_1528_654,2020-07-22 14:00:00,2020-07-22 18:00:00,Marine_Thunderstorm_Wind 2020072214 2020072218
Marine_Thunderstorm_Wind,1463_564_1528_654,2020-07-23 18:00:00,2020-07-23 22:00:00,Marine_Thunderstorm_Wind 2020072318 2020072322
Thunderstorm_Wind,1570_739_1630_801,2020-07-02 16:00:00,2020-07-02 20:00:00,Thunderstorm_Wind 2020070216 2020070220
Marine_Thunderstorm_Wind,1464_560_1527_659,2020-07-30 17:00:00,2020-07-30 20:00:00,Marine_Thunderstorm_Wind 2020073017 2020073020
Waterspout,1502_562_1545_605,2020-07-31 06:00:00,2020-07-31 07:00:00,Waterspout 2020073106 2020073107
Thunderstorm_Wind,1417_546_1506_630,2020-07-06 13:00:00,2020-07-06 18:00:00,Thunderstorm_Wind 2020070613 2020070618
Hail+Thunderstorm_Wind+Tornado,734_593_880_720,2020-07-08 15:00:00,2020-07-08 21:00:00,"Hail 2020070817 2020070820,Thunderstorm_Wind 2020070815 2020070821,Tornado 2020070816 2020070819"
Flash_Flood+Flood+Hail+Thunderstorm_Wind,756_602_875_719,2020-07-10 10:00:00,2020-07-11 00:00:00,"Flash_Flood 2020071016 2020071020,Flood 2020071020 2020071020,Hail 2020071012 2020071100,Thunderstorm_Wind 2020071010 2020071023"
Marine_Thunderstorm_Wind,1430_180_1477_238,2020-07-02 13:00:00,2020-07-02 14:00:00,Marine_Thunderstorm_Wind 2020070213 2020070214
Marine_Thunderstorm_Wind,1419_187_1473_247,2020-07-03 12:00:00,2020-07-03 12:00:00,Marine_Thunderstorm_Wind 2020070312 2020070312
Marine_Thunderstorm_Wind,1428_136_1486_249,2020-07-04 15:00:00,2020-07-04 18:00:00,Marine_Thunderstorm_Wind 2020070415 2020070418
Thunderstorm_Wind,1132_651_1181_706,2020-07-09 17:00:00,2020-07-09 18:00:00,Thunderstorm_Wind 2020070917 2020070918
Marine_Thunderstorm_Wind,1172_646_1212_686,2020-07-09 23:00:00,2020-07-09 23:00:00,Marine_Thunderstorm_Wind 2020070923 2020070923
Thunderstorm_Wind,1168_600_1208_640,2020-07-21 12:00:00,2020-07-21 12:00:00,Thunderstorm_Wind 2020072112 2020072112
Thunderstorm_Wind,1113_649_1156_694,2020-07-18 11:00:00,2020-07-18 11:00:00,Thunderstorm_Wind 2020071811 2020071811
Hail+Thunderstorm_Wind,1161_632_1210_678,2020-07-07 12:00:00,2020-07-07 12:00:00,"Hail 2020070712 2020070712,Thunderstorm_Wind 2020070712 2020070712"
Flood+Hail+Thunderstorm_Wind+Tornado,949_796_1055_911,2020-07-08 05:00:00,2020-07-09 08:00:00,"Flood 2020070821 2020070822,Hail 2020070816 2020070901,Thunderstorm_Wind 2020070805 2020070908,Tornado 2020070818 2020070818"
Flash_Flood+Hail+Thunderstorm_Wind,1020_796_1112_867,2020-07-08 17:00:00,2020-07-09 02:00:00,"Flash_Flood 2020070822 2020070902,Hail 2020070817 2020070818,Thunderstorm_Wind 2020070819 2020070821"
Flash_Flood+Thunderstorm_Wind,1035_357_1097_476,2020-07-01 11:00:00,2020-07-03 00:00:00,"Flash_Flood 2020070221 2020070300,Thunderstorm_Wind 2020070111 2020070112"
Thunderstorm_Wind,1195_561_1265_628,2020-07-27 14:00:00,2020-07-27 16:00:00,Thunderstorm_Wind 2020072714 2020072716
Flash_Flood,1184_532_1225_573,2020-07-31 22:00:00,2020-07-31 23:00:00,Flash_Flood 2020073122 2020073123
Thunderstorm_Wind,1321_475_1373_530,2020-07-05 16:00:00,2020-07-05 17:00:00,Thunderstorm_Wind 2020070516 2020070517
Thunderstorm_Wind,1338_478_1379_519,2020-07-18 16:00:00,2020-07-18 16:00:00,Thunderstorm_Wind 2020071816 2020071816
Hail+Thunderstorm_Wind,739_587_831_716,2020-07-20 14:00:00,2020-07-20 19:00:00,"Hail 2020072014 2020072019,Thunderstorm_Wind 2020072017 2020072018"
Thunderstorm_Wind,1382_728_1422_779,2020-07-10 17:00:00,2020-07-10 18:00:00,Thunderstorm_Wind 2020071017 2020071018
Flash_Flood+Flood+Heavy_Rain+Thunderstorm_Wind,1382_702_1509_820,2020-07-11 13:00:00,2020-07-11 20:00:00,"Flash_Flood 2020071115 2020071119,Flood 2020071113 2020071115,Heavy_Rain 2020071113 2020071120,Thunderstorm_Wind 2020071113 2020071117"
Hail+Thunderstorm_Wind,921_343_1009_500,2020-07-11 17:00:00,2020-07-11 23:00:00,"Hail 2020071117 2020071120,Thunderstorm_Wind 2020071118 2020071123"
Hail+Thunderstorm_Wind,849_805_937_903,2020-07-24 19:00:00,2020-07-24 23:00:00,"Hail 2020072419 2020072419,Thunderstorm_Wind 2020072420 2020072423"
Funnel_Cloud+Hail+Thunderstorm_Wind+Tornado,817_785_931_939,2020-07-17 13:00:00,2020-07-17 21:00:00,"Funnel_Cloud 2020071714 2020071714,Hail 2020071713 2020071720,Thunderstorm_Wind 2020071713 2020071721,Tornado 2020071713 2020071714"
Hail+Heavy_Rain+Thunderstorm_Wind,823_790_942_915,2020-07-07 23:00:00,2020-07-08 03:00:00,"Hail 2020070723 2020070802,Heavy_Rain 2020070803 2020070803,Thunderstorm_Wind 2020070800 2020070803"
Funnel_Cloud+Lightning+Thunderstorm_Wind+Tornado,904_788_987_853,2020-07-08 02:00:00,2020-07-08 05:00:00,"Funnel_Cloud 2020070803 2020070803,Lightning 2020070802 2020070802,Thunderstorm_Wind 2020070802 2020070805,Tornado 2020070803 2020070804"
Hail+Thunderstorm_Wind,1175_284_1273_417,2020-07-12 10:00:00,2020-07-12 15:00:00,"Hail 2020071210 2020071210,Thunderstorm_Wind 2020071210 2020071215"
Funnel_Cloud,970_178_1013_222,2020-07-27 13:00:00,2020-07-27 13:00:00,Funnel_Cloud 2020072713 2020072713
Lightning+Thunderstorm_Wind,916_215_985_284,2020-07-28 14:00:00,2020-07-28 15:00:00,"Lightning 2020072815 2020072815,Thunderstorm_Wind 2020072814 2020072814"
Marine_Thunderstorm_Wind,1256_194_1377_281,2020-07-20 17:00:00,2020-07-25 13:00:00,Marine_Thunderstorm_Wind 2020072017 2020072513
Marine_Thunderstorm_Wind,1422_0_1511_108,2020-07-20 23:00:00,2020-07-22 10:00:00,Marine_Thunderstorm_Wind 2020072023 2020072210
Hail+Thunderstorm_Wind,845_346_949_476,2020-07-30 03:00:00,2020-07-30 20:00:00,"Hail 2020073016 2020073020,Thunderstorm_Wind 2020073003 2020073019"
Hail+Thunderstorm_Wind+Tornado,805_349_937_492,2020-07-11 17:00:00,2020-07-12 02:00:00,"Hail 2020071117 2020071123,Thunderstorm_Wind 2020071118 2020071202,Tornado 2020071123 2020071123"
Hail+Thunderstorm_Wind,1405_537_1503_632,2020-07-05 13:00:00,2020-07-05 16:00:00,"Hail 2020070514 2020070516,Thunderstorm_Wind 2020070513 2020070516"
Thunderstorm_Wind,1461_569_1521_665,2020-07-22 14:00:00,2020-07-22 16:00:00,Thunderstorm_Wind 2020072214 2020072216
Marine_Thunderstorm_Wind,1463_564_1524_637,2020-07-20 17:00:00,2020-07-20 19:00:00,Marine_Thunderstorm_Wind 2020072017 2020072019
Marine_Thunderstorm_Wind,1472_558_1535_656,2020-07-06 17:00:00,2020-07-06 23:00:00,Marine_Thunderstorm_Wind 2020070617 2020070623
Flash_Flood,1483_636_1551_697,2020-07-06 12:00:00,2020-07-06 19:00:00,Flash_Flood 2020070612 2020070619
Flash_Flood,1518_617_1558_716,2020-07-06 13:00:00,2020-07-06 18:00:00,Flash_Flood 2020070613 2020070618
Funnel_Cloud+Hail+Thunderstorm_Wind,1513_613_1571_720,2020-07-06 11:00:00,2020-07-06 17:00:00,"Funnel_Cloud 2020070617 2020070617,Hail 2020070612 2020070614,Thunderstorm_Wind 2020070611 2020070616"
Lightning+Thunderstorm_Wind,1503_588_1540_670,2020-07-06 16:00:00,2020-07-06 20:00:00,"Lightning 2020070619 2020070619,Thunderstorm_Wind 2020070616 2020070620"
Hail+Thunderstorm_Wind,1482_628_1545_729,2020-07-06 11:00:00,2020-07-06 18:00:00,"Hail 2020070611 2020070616,Thunderstorm_Wind 2020070612 2020070618"
Hail+Lightning+Thunderstorm_Wind,1501_613_1560_737,2020-07-22 14:00:00,2020-07-22 19:00:00,"Hail 2020072214 2020072217,Lightning 2020072218 2020072218,Thunderstorm_Wind 2020072214 2020072219"
